log_id,logical_signal,topic,fields,scale,unit
fa948c8e-93b2-4037-a9c0-e6bcbcfd72a1,sensor_combined_or_imu_status,sensor_combined,accelerometer_m_s2[2],1.0,m/s^2
fd395d03-12c2-488a-b307-20c3b1dbfe89,battery_remaining,battery_status,remaining,1.0,fraction
fd395d03-12c2-488a-b307-20c3b1dbfe89,battery_voltage,battery_status,voltage_filtered_v,1.0,V
fd395d03-12c2-488a-b307-20c3b1dbfe89,landed,vehicle_land_detected,landed,1.0,boolean
fd395d03-12c2-488a-b307-20c3b1dbfe89,local_position,vehicle_local_position,"x,y,z",1.0,m
fd395d03-12c2-488a-b307-20c3b1dbfe89,home_position,home_position,"x,y",1.0,m
fd395d03-12c2-488a-b307-20c3b1dbfe89,local_position_vz,vehicle_local_position,vz,1.0,m/s
fd395d03-12c2-488a-b307-20c3b1dbfe89,land_detected,vehicle_land_detected,landed,1.0,boolean
fd395d03-12c2-488a-b307-20c3b1dbfe89,gps,sensor_gps,fix_type,1.0,fix_type
fd395d03-12c2-488a-b307-20c3b1dbfe89,gps_latitude,sensor_gps,latitude_deg,1.0,deg
fd395d03-12c2-488a-b307-20c3b1dbfe89,gps_longitude,sensor_gps,longitude_deg,1.0,deg
fd395d03-12c2-488a-b307-20c3b1dbfe89,gps_altitude,sensor_gps,altitude_msl_m,1.0,m
fd395d03-12c2-488a-b307-20c3b1dbfe89,trajectory_setpoint,trajectory_setpoint,position[2],1.0,m
fd395d03-12c2-488a-b307-20c3b1dbfe89,nav_state,vehicle_status,nav_state,1.0,enum
fd395d03-12c2-488a-b307-20c3b1dbfe89,sensor_combined_or_imu_status,sensor_combined,accelerometer_m_s2[2],1.0,m/s^2
